CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
TAS2R1	0	0	0	202	0	0	0	0	0	0	83382
LINGO1	7740	14724	6970	53159	12912	17807	41290	13920	6124	34051	207874
PRY	0	0	0	0	0	0	0	0	0	0	24241
RBMY1F	0	0	0	0	0	0	0	0	0	0	14441
PRY2	0	0	0	81	0	0	0	58	0	0	24252
HNRNPF	1985628	1547738	1578026	2210273	1882039	2039963	1177637	1118746	660709	1285896	23550
BTD	128078	140343	206002	150643	153422	170239	97275	122690	80144	91735	44482
CSGALNACT2	121677	178668	79989	179239	167815	107977	58419	81446	37651	51839	46823
TACR3	55	0	0	0	0	29	0	237	0	202	133786
GSX1	0	64	0	25	25	56	40	37	31	0	2126
PCDH7	18139	62565	60695	53825	43246	157835	63097	99623	53662	41637	426391
ROBO1	152238	268367	88597	273160	313191	130881	63193	92603	40511	47450	1170576
ONECUT1	30733	19449	52572	23018	11149	808	0	0	0	29	34090
AVEN	76239	73185	64995	98564	87831	72044	43238	46858	32254	49024	172950
P2RY1	19984	23805	15000	43129	40588	443039	210064	309455	214078	177036	6747
CTNND2	2284	6418	3105	3085	2086	6400	5535	8876	4869	5221	932204
TRIM56	535079	593955	789003	492332	517839	860701	503219	524744	351963	616532	12529
MUC17	7186	6454	10772	10998	91919	135664	85962	37428	8895	215518	38674
AHSP	0	713	0	0	404	0	0	0	0	0	940
WNT10B	4133	8838	491	5611	1312	17364	9988	9623	3992	3354	6424
CALML6	2314	1962	1371	1323	403	642	808	605	202	404	2470
REPS2	111815	139285	95451	135673	124469	142525	100492	102485	50461	153877	206590
MUC3A	923376	488226	1105235	805320	1130526	2314285	2220809	2038189	1263099	3250865	18792
SYAP1	512350	486670	363450	498534	466908	616660	299893	346926	203706	497787	45705
ITGAM	86824	247526	46930	299468	363366	122642	44004	53496	26087	37594	72903
PYDC1	22	0	7	181	469	0	0	0	38	8	1398
TPST1	53684	96350	37951	94365	88528	63064	32455	27719	16584	17849	215345
TM4SF4	517403	371999	445920	233514	388154	500	1753	1409	841	1206	29308
TOR1AIP2	331057	230986	242425	393627	270603	343200	150390	210509	163766	232250	37837
S100G	0	0	0	0	0	0	0	0	0	101	4513
TM4SF1	370018	590408	486899	1266793	2040262	436404	179349	208782	108592	227611	8844
OTUD3	51626	54155	50450	115094	66087	88689	64132	75415	35938	50314	30433
OTUD7A	11844	10363	41827	6775	4125	67017	42466	38458	36800	18722	395392
GUSB	645538	590557	1259366	789626	861809	653110	701843	564659	410765	600280	21631
BRD3	228802	219691	198999	261491	272551	210687	206541	186303	118849	204816	38231
KLF13	655074	767884	840134	978253	1025896	878225	671012	917990	669120	743126	108811
FRMPD4	201	0	0	37	0	1826	1546	496	408	272	586058
ZFPM2	16954	47585	11231	30494	21544	32036	10732	12235	7426	5777	1213800
ZNF764	43695	44886	37269	45841	56949	72757	89280	69653	52098	55581	4735
HSFY2	439	0	0	0	0	0	101	303	0	0	97223
ZNF747	90989	67135	79274	69428	69066	118370	91812	93007	69216	92650	4981
ZNF768	245924	228198	246368	214958	243327	414196	394606	331178	267365	486844	2821
TAS1R3	77090	28705	4521	18966	39431	32293	15226	33455	14753	14528	3993
TMEM42	42023	50199	26257	47526	41187	45751	50553	34441	27930	45032	3802
MAP3K2	316155	317000	239549	326779	261478	436711	228100	286136	164612	217854	89736
PUSL1	50164	51093	25500	69005	49649	39078	40220	50165	31094	52568	3111
SF3B5	239076	230833	231704	302802	280718	369632	266953	250984	179055	425071	693
ZNF35	16361	34151	6704	21634	33700	35331	15539	13484	9416	12371	12065
TIGD4	5846	4166	746	4157	4671	2595	1579	1100	812	806	10411
IFFO2	168477	303724	90419	416119	272976	124954	82586	96106	51442	119751	52406
NLGN2	42036	90205	24683	86733	55892	89865	59235	81417	42617	56226	14987
MYO7B	302852	428007	835624	607371	788410	1533151	1286113	991784	801327	1366536	101928
CHD3	1058150	609783	519858	1174966	395019	954370	767157	686605	367662	648702	27955
TMEM154	40353	104928	9865	61845	51587	41124	20238	22344	11565	19684	61534
MYRIP	128779	174859	133076	52583	106694	50213	39551	47993	20328	21911	451408
ALCAM	216557	326933	217235	385911	416834	133918	115325	89629	40944	69314	209992
YWHAG	1620045	1207068	1405421	1266905	1346783	1056863	707466	716668	394823	817506	32238
UBE2E3	111051	183941	124459	263339	143300	267053	167824	180975	144365	185432	109338
CNTROB	248284	176382	116047	230582	127608	193726	265966	212868	108319	186674	17818
TRAPPC1	315443	263267	143719	295747	215656	323270	276447	279236	175727	340479	1779
ZPLD1	707	697	367	1009	146	403	0	0	0	0	380598
KCNAB3	12572	8558	3684	10858	4019	7390	11491	9342	3400	5556	7945
SERPINA9	734	1356	82	165	303	230	0	202	202	4065	16973
FAM153A	514	2256	696	1176	808	1092	1282	238	332	1406	75418
GPR37L1	6576	8988	9166	18098	10352	41090	16313	26731	9701	31711	10735
SIMC1	90161	54746	51756	70734	76519	114764	101202	81724	53390	59714	107625
TMEM192	221456	225378	191599	162893	220342	169163	166485	116810	68200	113904	137942
NSG2	98	375	0	232	201	44413	28791	13699	7026	11585	197898
SPDYE5	4893	1463	3666	1665	2423	5333	3482	1279	1599	2432	10680
SERPINA6	796750	428247	949624	559160	435843	15156	20262	15070	8658	10166	19147
ZNF778	38728	37065	25114	39719	32851	37385	24884	33779	20267	26047	19369
NIPA1	79343	108205	146832	136039	195871	170366	102808	116033	79436	93217	56729
FOXD4	808	2193	1385	829	2310	1988	202	300	1390	3168	1974
GPR25	303	3039	665	1017	140	1803	318	1237	484	2193	1224
UBE2E1	285743	297305	153033	389206	324103	413834	267765	236662	175767	192759	85414
HNRNPA3	1121298	1068144	1063187	1357144	1164845	1182393	795724	808495	374949	1021229	11396
SIK2	554261	390093	398882	374715	363389	271866	244381	217383	152684	225547	128463
RNF150	17626	23401	9407	12553	10248	43388	26627	38143	17909	16439	353071
CCDC144A	1400	2161	1515	202	2024	2118	5858	8267	384	477	88345
VGLL2	0	0	202	0	25	0	0	0	0	0	8008
HOXD4	948	988	910	3736	502	16957	35545	27923	16944	5969	2005
CHRNB1	41023	56865	30765	77808	49944	38791	60145	34036	35988	58542	12647
HOXD12	0	28	202	402	0	0	1017	0	0	0	1464
GYPA	202	202	26	0	0	0	0	0	0	0	761651
USP38	142635	200019	125525	182058	255220	544804	181967	224863	128374	146779	38914
SLC16A5	58872	47760	94898	140382	104629	137354	158482	149425	141845	94051	18436
NANP	116891	79219	22106	62514	68661	31120	16112	16677	9832	25674	11241
ANKK1	289	806	632	783	0	978	1149	1256	0	1107	12628
ADRA1B	27500	22377	21820	28721	21069	1743	2607	3405	1517	3678	107465
ADPRM	28497	26945	24843	29215	21321	51352	33917	28643	18148	22093	13640
FABP6	10607	9521	202	10249	35148	605	776	461	673	39508	51369
PWWP2A	93952	96503	111513	109198	118252	227583	162578	172733	121684	132840	57623
USP50	4758	3270	4350	6888	6253	7203	3431	2595	4467	4154	46147
USP47	449982	342246	322207	425554	372678	426466	294411	258461	151271	208033	117901
PDCD6IP	627723	791308	512331	792635	873600	1901928	1015711	1208600	714877	875251	71356
MRGPRX1	0	0	0	0	0	0	0	0	0	0	5695
ZNF212	80339	65312	91148	98471	73323	98431	70398	66151	51602	101236	15959
MRAP	14228	8151	8669	12676	27390	11240	5986	6790	3238	7696	22972
FAM161A	30000	19084	13720	15253	7371	13169	9343	7567	3160	6636	29290
ZNF282	233809	179210	281381	272728	242618	201842	217507	181791	117317	219930	30764
GLB1	325001	494774	288253	409081	421818	432636	336811	311042	233092	414178	100623
GON7	40139	34730	57991	51508	46624	101463	59947	63794	50493	72803	4201
FAXDC2	285891	215606	540609	249677	356781	192491	145983	154422	100639	135329	40762
CRTAP	505895	871297	502043	852997	742220	709521	515494	543657	317342	510814	33795
HSPB2	4396	11060	3455	15499	6776	22127	12487	14440	10401	10446	1852
C7ORF33	157	0	301	0	23	0	0	0	0	0	25296
CNGB3	464	1	101	31	184	644	70	101	0	0	189699
SLN	0	202	0	202	2923	0	0	0	202	806	12316
ELP5	194677	126505	107354	181031	132224	207640	158172	139318	85635	144328	8525
CMTM8	53120	54787	61233	55724	90647	32462	31036	27698	23907	36748	131647
GABARAP	692914	768729	520564	866422	696332	999565	864615	862545	588226	986121	2757
LGALS9B	13356	6287	5359	5828	262276	314901	270927	296397	193680	254883	18145
STX8	68337	68688	43776	89493	58878	111563	82520	65847	42039	83617	326121
CDK1	330049	179344	153373	179827	69045	64535	31934	54146	14284	76360	16522
UBB	6681366	4881987	4731949	6348959	5430754	6605040	4633074	5468561	3819381	5836716	1948
NFRKB	220825	170847	111316	196064	187748	257715	213513	164899	108797	208375	31955
FABP4	5949	11005	1817	14463	7445	29391	10091	16313	14289	20701	4845
FRMPD2	887	1806	971	202	504	1411	1235	605	404	164	121783
PRDM10	64412	64821	41476	78000	66700	88328	55726	64356	35298	54501	103130
B3GNT2	140455	194030	150597	202664	183215	212335	194672	238403	111977	204299	28619
FOS	1319027	941091	683568	1094807	2339632	2022363	5076052	2779649	6120466	3198579	3457
TMED10	1143575	1042194	1137714	1308134	1872055	1777906	1160340	1118084	695388	961808	45162
SETMAR	60368	65504	46802	75968	48409	75566	52632	48168	27797	41321	14264
SMAD1	74957	118991	67195	126473	120560	197747	131615	130058	76488	95622	76886
CST5	7	9	80	0	22	141	0	20	0	231	3816
CST2	4973	21965	974	16218	33312	223	240	101	0	21189	2963
EMX2	98	350	169	389	244	1560	674	1604	225	253	7103
CST1	34975	166397	1301	32935	156440	1156	1370	774	876	167779	3716
SP7	0	0	102	29	0	280	228	0	0	73	18741
TCAF2	9633	23594	20540	18629	27964	31595	10122	17331	10838	9465	109460
SEMA3E	3311	9430	2034	3898	3087	56913	19738	17021	4564	4446	285105
LRRN2	20215	20245	8323	21105	11631	209594	371343	387766	174974	397016	68564
SLC30A1	380917	413505	490696	512697	741493	429486	251650	288453	232708	212064	7175
DCLK2	10867	17834	3973	19106	14649	20968	28437	18923	7005	14113	179184
ZNF804A	1853	5799	1907	4452	4301	5415	2011	2573	1738	1043	341127
GPRC5C	182583	190297	265512	584969	312742	273342	438110	365196	263023	361853	26803
TMEM182	33349	24867	36998	35605	31487	36425	29118	18745	11485	23887	282996
VSTM2A	235	41	126	200	0	46449	45940	77586	29838	19963	28756
KRT8	9261828	6009691	15753903	14925503	22075216	21187957	16391539	16128247	13126777	19075589	52768
KRT78	1106	217	963	947	1179	1140	1170	1057	681	1179	11289
ADORA2B	79922	32758	39837	39178	102949	161363	45099	100562	108786	54323	30830
SDR9C7	459	0	0	76	0	0	0	0	0	0	11252
MGMT	230543	172888	236168	168383	199891	109152	103837	79602	59315	148736	300824
METTL7B	350786	235096	433053	352964	321884	138044	100857	182848	126338	164473	3066
KRT86	487	14817	2925	4216	1499	1629	918	933	1403	2123	59864
HARS	353541	314791	280866	359027	425066	498039	345555	316332	179287	332005	18852
NFXL1	85488	79531	40340	114489	119997	70947	57322	35422	22747	29819	67435
KRT75	555	25044	601	10405	2441	1364	417	583	501	4701	10456
DENND5B	82147	118045	156476	105832	74721	181667	72881	137094	82244	57063	208875
CD14	588460	872615	722996	945303	1650977	464332	304133	433141	200630	318988	1974
DNAJC18	25671	28488	16324	28803	31328	40372	30168	33757	10443	17160	35904
KRT6C	1166	8090	917	82706	22977	480	1220	1042	754	453	5270
RIOX1	76388	65128	64341	106614	83752	79281	43938	54254	34837	57610	2429
SPATA24	10123	10265	10291	13035	9224	23227	25284	26980	17508	20019	7526
RALGAPB	736597	491949	401714	519795	482371	485985	283229	299772	170584	303084	106046
PYM1	130542	102219	138861	177154	144666	191409	151653	149673	103339	189948	31206
MZB1	10091	243532	23974	134640	34230	264501	226745	425242	147419	241404	2602
KRT4	179	85	362	486	3122	240	657	463	260	1016	8003
SLC23A1	35346	31580	42966	32664	18037	46386	17931	25221	38005	22079	17358
KRT74	11	23	38	202	3	0	0	0	0	202	8044
NPAS2	218049	186754	335361	234543	503607	138326	175299	144440	66760	247133	176678
KRT72	404	33	57	437	167	60	646	767	32	198	15950
KISS1	6465	1968	666	2294	24053	0	47	175	209	452	6146
LONRF2	4580	9952	2424	6752	22732	20422	15922	8192	3561	5123	49443
NUDT9	226380	172220	187305	177368	235205	260372	192301	145651	116808	150826	36873
HSD17B13	965102	590640	730145	659124	630573	1527	1496	5052	1530	1390	19118
PA2G4	1305659	821234	753727	1266788	1064549	965328	629629	497439	245692	564940	9589
COX7B2	32	0	100	0	0	0	0	0	0	0	174409
ELOVL6	212360	244034	106866	164071	244757	618343	219523	239954	156429	133537	153354
KRT83	197	882	239	1131	252	357	194	44	79	4993	7098
PFKFB3	285598	529682	267429	978537	710217	207213	143215	219605	118331	204871	109711
TMC7	100136	84091	79937	50555	248781	100585	79984	68896	57964	92731	80009
ARL6IP1	1986042	1569371	1678434	1380552	1325436	1470707	993054	1099548	666503	1126949	10012
SERPINB9	91402	157997	96107	285352	120408	113447	52590	59332	31393	70707	16015
SMAGP	104623	120898	194057	261283	181625	320763	307658	267244	210448	298541	26333
IRX1	32	0	37	270	0	23	0	0	232	54	5350
CDH2	250788	224553	260268	224792	180763	15786	5481	7408	3875	4099	226481
IRX2	13800	595	40438	1049	46389	3492	3844	3852	518	149	5818
EMB	161331	126051	34083	136661	182350	135994	93717	104624	42125	112860	47057
SIX2	202	0	25	100	78	2607	98	101	893	4396	4270
DLGAP1	1101	3803	1121	889	437	4534	4308	3045	2374	1874	959304
STAT2	442851	766755	419908	680448	442135	654188	349613	357927	216597	323458	18559
NUDCD2	127994	105777	141438	135506	126699	140945	102693	96468	64585	105287	13615
IRF2BP1	149667	112826	140502	142910	140794	137243	134335	155860	134824	160047	2564
OR9K2	0	0	0	0	0	0	0	0	0	0	6345
HSPA4	821916	573318	639525	822139	839485	781083	435122	438350	294152	437441	54488
FOXA3	148824	151888	270730	254651	177234	204826	233575	180619	126815	232830	9809
FAM71B	0	0	0	0	0	0	0	0	0	0	4419
SLC26A5	1078	465	503	250	605	860	303	219	0	161	93448
COMMD5	133548	139501	107740	236802	164216	146353	98506	109538	66053	165777	12695
SGCD	21404	45947	8986	26845	23021	48857	24140	31918	16151	14501	897445
GTSF1	867	5592	1043	3036	2034	4101	202	3187	942	1641	17653
ZNF16	50984	36583	45253	55032	60335	48453	36357	25052	20847	37645	20531
ARMC10	249516	154014	226696	149834	176472	147910	101959	80602	49894	121298	24884
RNF34	219399	197499	210849	270695	195381	258168	193130	177606	116025	191662	30583
ACYP2	37470	40357	29458	41316	47834	44212	24791	28564	19251	32057	334463
TRABD	208120	273272	177712	365621	508094	274503	339367	341245	245998	377839	13684
TMEM133	25368	23430	14599	19890	23940	29664	19711	23985	15696	17871	1953
ATF7	225473	204962	247215	292012	272529	267896	231379	190195	115552	157488	118555
RASA4B	239511	70265	62363	75113	174302	105404	66875	72955	60838	163006	35337
SOCS6	140436	187581	154498	211874	241180	411133	220949	400178	184858	201012	41300
CAVIN4	2330	4096	1280	4832	2208	1139	759	568	169	959	9828
OR10A3	0	0	0	0	0	0	0	0	0	0	4538
ZNF296	17160	18064	11125	15934	21836	22960	28873	21929	17526	27528	5089
HOXB9	808492	264810	263317	458333	305769	421865	462654	359615	238845	662574	5198
TTLL6	23689	3028	28071	11565	7631	51886	149054	57839	34057	40201	54980
POLH	62356	69831	68520	177210	89964	81828	52264	51184	32136	45221	39511
SYT9	9683	5072	6127	6161	12569	1846	1268	620	57	404	230265
KCNS3	18859	53632	11819	51612	57225	251921	109449	127569	115007	118662	483770
RBMXL2	0	0	87	582	23	140	0	0	288	254	1874
KIF5B	2016315	1803238	1173200	2642967	1151800	1550922	877804	870262	483234	783097	47422
GPR37	25170	26242	27946	38828	34909	6402	4900	6758	2916	3328	19631
AKAP13	592737	815484	689760	990788	1006757	1289988	815181	889952	563011	754503	368788
TPD52L3	0	0	0	0	0	0	0	0	0	0	3526
CDCA4	85726	75256	119125	121819	90268	60684	41082	41590	29509	55542	11576
OR10A4	0	0	0	0	0	0	0	0	0	0	995
SDR16C5	1613	4218	18610	20171	83862	40913	27111	24571	4499	25982	20767
DYDC1	380	0	0	0	101	0	0	0	0	0	20651
OR10A2	0	0	0	0	0	0	0	0	0	0	11661
CHCHD7	277694	164118	161947	271257	159951	242560	172517	173346	128021	155729	7113
HTRA3	36362	673521	36592	423496	264412	192463	47042	75299	34970	94851	37347
FOXN2	101716	117386	143876	112475	158011	100375	60006	63647	52104	46449	64658
LMOD2	238	101	201	485	0	232	324	101	0	0	8484
BFSP2	202	316	181	350	606	1766	505	1504	1836	1472	75228
FSHR	0	0	0	0	0	0	0	0	0	0	192381
USP32	146482	190864	190228	243763	244076	243532	123538	144486	75022	110566	243377
CEL	204318	57832	125853	54400	28096	11111	8340	9482	6766	81288	9884
PPM1D	82046	80889	78263	106051	95435	150217	93674	97878	68466	89578	66098
GPR27	26	3151	496	1909	2580	11385	7490	3336	3652	2160	2447
PSG6	0	0	0	56	100	56	23	203	23	79	17485
KBTBD2	333451	218394	271805	339710	277366	242733	146264	162030	88938	149852	25960
RIOX2	345502	257215	175155	373819	205997	280741	162373	154349	84183	134180	30640
TRIAP1	152925	104904	100362	144712	144734	100975	76518	67525	43020	79925	2452
LSM3	187005	200142	226134	241060	187358	231441	170231	150120	90532	145684	22762
KIAA0232	206802	297922	226915	302490	223834	588005	301014	407214	209180	253331	102796
MTSS1	542184	301283	523403	332464	305956	204760	231848	176905	118791	85406	177640
TMEM43	325107	423271	329245	444287	642162	374130	271518	225208	144457	221047	18740
RNF139	196619	153468	134515	194066	159790	190583	135900	136270	70558	135665	13177
RPS9	3476007	4387766	4469537	5804529	10353376	4597893	5263936	3899469	2872920	4294034	48262
PLA2G1B	537	1135	915	425	167	0	980	201	565	215	5679
CYTL1	1312	3855	908	4332	6042	10996	4616	7288	1811	2554	4887
TSEN34	202638	182988	175209	257878	254460	212729	182415	189801	134733	207173	4599
TRH	229	202	26	177	0	48	0	271	0	93	3634
GSTA4	29594	43874	27558	154331	25903	53427	66054	29392	14296	44358	17431
MSANTD4	81869	85180	34840	70992	62046	59263	40437	44429	24876	42694	26781
NDUFA3	113153	111142	126281	153501	172966	221014	141867	137951	92896	139259	6530
OSCAR	15424	47548	13147	56081	98688	18928	4970	6267	6233	5928	8025
PAQR8	170877	247656	160878	349052	158818	1245311	762923	1164681	754238	951644	46357
NUDT6	31181	18527	35025	29648	26553	44700	31109	23310	23269	16187	34272
OR7G3	0	0	0	0	0	0	0	0	0	0	939
TANC2	27350	72104	25815	136964	68476	121041	43050	79931	50462	30719	418144
OR7G2	0	0	0	0	0	0	0	0	0	0	7069
TEX13B	203	0	0	0	0	29	0	0	0	0	1507
PKHD1	51324	54246	48242	32783	27213	9313	917	2041	5055	1417	472326
OR1M1	0	0	0	0	0	0	0	0	0	0	8609
NCBP2L	0	0	100	0	0	0	0	0	0	0	20931
DNAJC24	38494	37351	31022	54813	46360	42767	26292	25557	13297	14283	62010
MBD3L1	0	202	0	367	101	0	0	0	0	460	10943
ZNF160	103004	89466	117668	151452	145232	139121	92848	94943	48185	61896	36831
PGK2	344	0	0	595	233	94	91	0	137	275	1657
OR8B12	0	0	0	0	0	0	0	0	0	0	5699
ZNF415	21411	23162	6157	9342	9775	37470	23458	22784	13065	13621	25199
CAVIN3	32243	87607	24917	147984	150455	125842	56869	63771	53279	72002	1702
CEACAM3	5185	10443	5599	7538	12918	16641	17053	14233	7754	18374	15117
DCDC1	9170	2559	7712	2188	1796	396	0	347	0	0	539442
HAS2	11130	63063	15734	24876	46955	55204	54653	68476	9789	21902	29275
PDGFD	14306	65386	9622	45389	72375	137657	99752	138553	48900	53510	257194
PLAC1	1872	202	0	0	52	398	0	200	0	606	198485
DDI1	0	0	0	0	0	0	0	0	0	0	2609
S1PR1	97909	162572	110332	165683	106301	151708	78967	60532	41386	70116	4631
HS6ST2	98766	39248	721	111575	1250	4795	8326	4877	572	3018	335380
OR4D5	0	0	0	0	0	0	404	0	0	0	1095
PYGO1	4276	17349	2135	11956	8333	17112	4252	8600	4438	4181	50058
LRRC8E	54941	34914	17115	67266	43624	9013	2929	9172	6856	50024	13517
PKIA	3966	32158	2376	9771	16217	16546	11109	7913	3866	6325	89129
XKR6	4968	10767	9628	2057	18460	7575	6195	7271	5552	10438	305322
TSNARE1	121070	64237	86086	116664	90387	74013	78062	70165	61350	88699	191161
FPR2	2221	26388	4027	30406	15938	11277	402	202	913	1332	18501
FPR1	32977	156087	24757	123875	72162	27314	2956	7096	6280	5639	58939
PATE1	0	0	0	0	0	0	0	0	0	0	3575
OR13H1	23	0	0	0	0	0	0	0	0	0	927
FEZ2	100193	177280	172462	193444	160918	277215	188284	198577	128663	196830	114283
SOX7	19474	24111	25509	39059	23187	51986	31478	21289	19093	14168	6745
C8ORF74	0	1317	28	977	423	0	156	0	0	1260	27957
